"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 10 22:22:29 CAT 2020","Tue Nov 10 22:22:29 CAT 2020","2","","Dummy test","","Dummy test","Open Google","Open Google",""
